Product Name,Group,Item,Availability,Color,Link,Size,Price,Fit,Fabric,user_query,Hashtags,Image
Brown Embroidered Velvet Bag,Women,accessories,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/175142/s/10e188701049-3aa5bd/category/61/,Not Applicable,"Tk 1,414.29",Not Applicable,Not Applicable,"Show me Brown accessoriess around Tk 1,414.29.","['brown accessories', 'accessories', 'brown', 'brown brown', 'brown accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Genuine Leather Card Holder,Women,accessories,In Stock,Black,https://www.aarong.com/catalog/product/view/id/701073/s/card-holders-22/category/61/,Not Applicable,Tk 314.29,Not Applicable,Not Applicable,Show me Black accessoriess around Tk 314.29.,"['black accessories', 'accessories', 'black', 'black black', 'black accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Jute Embroidered Bag,Women,accessories,In Stock,Brown,https://www.aarong.com/women/accessories/jute-embroidered-bag-1.html,Not Applicable,Tk 380.00,Not Applicable,Not Applicable,Show me Brown accessoriess around Tk 380.00.,"['brown accessories', 'accessories', 'jute', 'jute brown', 'brown accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Multicolour Embroidered Jute Purse,Women,accessories,In Stock,Red,https://www.aarong.com/catalog/product/view/id/2362563/s/multicolour-embroidered-jute-purse-0940000096741/category/61/,Not Applicable,Tk 155.00,Not Applicable,Not Applicable,"Something trendy for Women, maybe a Red accessories?","['red accessories', 'accessories', 'multicolour', 'multicolour red', 'red accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Orange Erri Embroidered Mixed Silk Chosha Bag,Women,accessories,In Stock,Orange,https://www.aarong.com/women/accessories/10r188704039-1ceb2d.html,Not Applicable,"Tk 2,576.19",Not Applicable,Not Applicable,"Show me Orange accessoriess around Tk 2,576.19.","['orange accessories', 'accessories', 'orange', 'orange orange', 'orange accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Stone Studded Maroon Velvet Bag,Women,accessories,In Stock,Maroon,https://www.aarong.com/catalog/product/view/id/162509/s/10v188701002/category/61/,Not Applicable,Tk 842.86,Not Applicable,Not Applicable,Show me Maroon accessoriess around Tk 842.86.,"['maroon accessories', 'accessories', 'stone', 'stone maroon', 'maroon accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Coffee Jute Purse,Women,accessories,In Stock,Brown,https://www.aarong.com/women/accessories/coffee-jute-purse-0940000096841.html,Not Applicable,Tk 410.00,Not Applicable,Not Applicable,Show me Brown accessoriess around Tk 410.00.,"['brown accessories', 'accessories', 'coffee', 'coffee brown', 'brown accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Peach Erri Embroidered Mixed Fabric Purse,Women,accessories,In Stock,Orange,https://www.aarong.com/women/accessories/peach-erri-embroidered-mixed-fabric-purse-0870000107086.html,Not Applicable,"Tk 1,009.52",Not Applicable,Not Applicable,Need something in Orange for Women.,"['orange accessories', 'accessories', 'peach', 'peach orange', 'orange accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Tan Vegetable Tanned Genuine Leather Women Wallet,Women,accessories,In Stock,Brown,https://www.aarong.com/women/accessories/10z188701001-684164.html,Not Applicable,"Tk 1,870.19",Not Applicable,Not Applicable,"Show me Brown accessoriess around Tk 1,870.19.","['brown accessories', 'accessories', 'tan', 'tan brown', 'brown accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Tan Leather Wallet,Women,accessories,In Stock,Tan,https://www.aarong.com/women/accessories/purses-10099451.html,Not Applicable,Tk 841.86,Not Applicable,Not Applicable,Do you have any accessoriess for Women in Tan?,"['tan accessories', 'accessories', 'tan', 'tan tan', 'tan accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Brown Leather Wallet,Women,accessories,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/700845/s/brown-leather-wallet-2/category/61/,Not Applicable,Tk 942.31,Not Applicable,Not Applicable,Show me Brown accessoriess around Tk 942.31.,"['brown accessories', 'accessories', 'brown', 'brown brown', 'brown accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Red Textured Genuine Leather Bag,Women,accessories,In Stock,Red,https://www.aarong.com/catalog/product/view/id/2618356/s/red-textured-genuine-leather-bag-0870000107676/category/61/,Not Applicable,"Tk 3,133.33",Not Applicable,Not Applicable,"Show me Red accessoriess around Tk 3,133.33.","['red accessories', 'accessories', 'red', 'red red', 'red accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Genuine Leather Long Wallet,Women,accessories,In Stock,Black,https://www.aarong.com/women/accessories/black-leather-long-wallet-0870000102585.html,Not Applicable,"Tk 1,152.38",Not Applicable,Not Applicable,"Show me Black accessoriess around Tk 1,152.38.","['black accessories', 'accessories', 'black', 'black black', 'black accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Leather Bag,Women,accessories,In Stock,Black,https://www.aarong.com/women/accessories/10e168701019.html,Not Applicable,"Tk 4,085.71",Not Applicable,Not Applicable,"Show me Black accessoriess around Tk 4,085.71.","['black accessories', 'accessories', 'black', 'black black', 'black accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Coffee Leather Executive Bag,Women,accessories,In Stock,Brown,https://www.aarong.com/women/accessories/coffee-leather-executive-bag-0870000107922.html,Not Applicable,"Tk 4,138.10",Not Applicable,Not Applicable,"Show me Brown accessoriess around Tk 4,138.10.","['brown accessories', 'accessories', 'coffee', 'coffee brown', 'brown accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Golden Genuine Leather Bag,Women,accessories,In Stock,Golden,https://www.aarong.com/women/accessories/golden-genuine-leather-bag-0870000102916.html,Not Applicable,"Tk 2,219.05",Not Applicable,Not Applicable,"Something trendy for Women, maybe a Golden accessories?","['golden accessories', 'accessories', 'golden', 'golden golden', 'golden accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Brick Red Genuine Leather Purse,Women,accessories,In Stock,Red,https://www.aarong.com/catalog/product/view/id/209628/s/10g188704001/category/61/,Not Applicable,"Tk 1,023.81",Not Applicable,Not Applicable,Need something in Red for Women.,"['red accessories', 'accessories', 'brick', 'brick red', 'red accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Genuine Leather Bag,Women,accessories,In Stock,Black,https://www.aarong.com/women/accessories/black-genuine-leather-bag-0870000107413.html,Not Applicable,"Tk 3,161.90",Not Applicable,Not Applicable,"Show me Black accessoriess around Tk 3,161.90.","['black accessories', 'accessories', 'black', 'black black', 'black accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Genuine Leather Card Holder,Women,accessories,In Stock,Black,https://www.aarong.com/catalog/product/view/id/700944/s/card-holders-21/category/61/,Not Applicable,Tk 328.57,Not Applicable,Not Applicable,Show me Black accessoriess around Tk 328.57.,"['black accessories', 'accessories', 'black', 'black black', 'black accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Grey Embroidered Genuine Leather Purse,Women,accessories,In Stock,Grey,https://www.aarong.com/women/accessories/grey-embroidered-leather-purse.html,Not Applicable,"Tk 1,490.48",Not Applicable,Not Applicable,"Show me Grey accessoriess around Tk 1,490.48.","['grey accessories', 'accessories', 'grey', 'grey grey', 'grey accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Embossed Leather Key Ring,Women,accessories,In Stock,Black,https://www.aarong.com/women/accessories/black-embossed-leather-key-ring-0000008777871.html,Not Applicable,Tk 123.81,Not Applicable,Not Applicable,,"['black accessories', 'accessories', 'black', 'black black', 'black accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Dark Brown Leather Key Ring,Women,accessories,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/473623/s/dark-brown-leather-key-ring/category/61/,Not Applicable,Tk 129.81,Not Applicable,Not Applicable,Show me Brown accessoriess around Tk 129.81.,"['brown accessories', 'accessories', 'dark', 'dark brown', 'brown accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Light Brown Embroidered Mixed Silk Chosha Bag,Women,accessories,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/290829/s/women-bag-86/category/61/,Not Applicable,"Tk 1,352.38",Not Applicable,Not Applicable,"Show me Brown accessoriess around Tk 1,352.38.","['brown accessories', 'accessories', 'light', 'light brown', 'brown accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
White Nakshi Kantha Embroidered Cotton- Genuine Leather Bag,Women,accessories,In Stock,White,https://www.aarong.com/catalog/product/view/id/2661825/s/white-nakshi-kantha-embroidered-cotton-genuine-leather-bag-0800000090639/category/61/,Not Applicable,"Tk 1,523.81",Not Applicable,Not Applicable,"Something trendy for Women, maybe a White accessories?","['white accessories', 'accessories', 'white', 'white white', 'white accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Leather Bag,Women,accessories,In Stock,Black,https://www.aarong.com/catalog/product/view/id/305005/s/women-bag-149/category/61/,Not Applicable,"Tk 3,271.43",Not Applicable,Not Applicable,"Show me Black accessoriess around Tk 3,271.43.","['black accessories', 'accessories', 'black', 'black black', 'black accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Leather Bag,Women,accessories,In Stock,Black,https://www.aarong.com/catalog/product/view/id/344899/s/bags-110/category/61/,Not Applicable,"Tk 3,604.76",Not Applicable,Not Applicable,"Show me Black accessoriess around Tk 3,604.76.","['black accessories', 'accessories', 'black', 'black black', 'black accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Beige Mixed Silk Chosha Purse,Women,accessories,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/354906/s/beige-mixed-silk-chosha-purse/category/61/,Not Applicable,"Tk 2,257.14",Not Applicable,Not Applicable,"Show me Brown accessoriess around Tk 2,257.14.","['brown accessories', 'accessories', 'beige', 'beige brown', 'brown accessories for women']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
